SITE_ID,SJV_REGION,EQ_AREA_CELL,LAT_DD,LONG_DD,COUNTY,SAMPLE_DATE,TDS,TDS_TYPE,CONDUCTIVITY,CA,MG,NA,K,CL,SO4,NO3-N,SIO2,HCO3,WELL_DEPTH_M,DTW_M,DTW_SOURCE,DBWT_M,TRIT_DATE,TRIT_2016_TU,TRIT_CAT,PCT_AG,PCT_NAT,PCT_URB,TDS_ION_MOD
373837120474801,NESJV-S,14,37.643192,-120.797742,STANISLAUS,7/15/2014,257,LAB,na,29.96,15.36,25.09,1.88,5.36,11.22,4.75,54.98,182.9,41.15,18.34,MEASURED,22.8,7/15/2014,3.144,Mod,0.85,0,0.15,ION
380209121164104,NESJV-S,4,38.035833,-121.278111,SAN JOAQUIN,5/27/2005,263,LAB,na,33.41,18.67,16.4,3.84,3.88,13.84,3.13,64.54,188.53,67.06,17.5,MEASURED,49.56,5/27/2005,8.066,Mod,0.71,0.01,0.28,ION
373726121051003,NESJV-S,1,37.624139,-121.086111,STANISLAUS,3/14/2006,264,LAB,na,37.35,12.96,14.9,1.7,24.53,28.08,13.23,52.66,78.36,9.14,3.57,MODEL,5.58,3/14/2006,1.842,Mod,1,0,0,ION
373938120554801,NESJV-S,9,37.660486,-120.931044,STANISLAUS,10/7/2002,266,LAB,na,47.24,8.87,27.33,3.56,11.07,16.98,4.89,38.12,170.14,65.84,19,MEASURED,46.84,na,na,na,0.02,0,0.98,ION
365200119560001,NESJV-S,21,36.88072222,-119.94125,MADERA,12/2/2013,267,LAB,na,27.42,11.37,25.29,4.09,38.53,12.14,6.78,69.39,99.6,64.62,22.63,MODEL,41.99,12/2/2013,1.238,Mod,0.87,0.01,0.12,ION
372602120325101,NESJV-S,13,37.433827,-120.548528,MERCED,8/21/2002,273,LAB,na,39.19,13.83,16.45,2.48,11.7,7.56,5.44,58.4,193.94,39.01,28.04,MEASURED,10.97,8/17/1993,3.203,Mod,0.67,0.33,0,ION
370200119480001,NESJV-S,23,37.03508333,-119.8083611,MADERA,5/1/2008,273,LAB,na,41.82,12.57,18.32,2.45,13.62,11.59,5.49,43.62,185.25,42.67,2.49,MEASURED,40.18,5/1/2008,2.007,Mod,0,1,0,ION_MOD
374356120583701,NESJV-S,8,37.732297,-120.976653,STANISLAUS,7/9/2014,274,LAB,na,38.97,16.77,15.34,3.48,8.8,10.74,6.57,56.98,177.05,50.29,21.92,MEASURED,28.38,7/9/2014,1.154,Mod,0.95,0,0.04,ION
374133120595002,NESJV-S,8,37.692611,-120.997333,STANISLAUS,11/18/2003,279,LAB,na,34.22,11.33,29.66,4.88,8.25,23.36,3.96,63.35,174.83,58.52,10.89,MEASURED,47.63,11/18/2003,4.195,Mod,0,0,1,ION
372316120481007,NESJV-S,10,37.387733,-120.802753,MERCED,10/5/2004,281,LAB,na,9.61,1.94,84.93,1.67,52.64,25.98,0.06,25.12,148.42,54.86,9.86,MEASURED,45,na,na,na,0.84,0.16,0,ION
371900120510001,NESJV-S,10,37.32716667,-120.85075,MERCED,3/30/2006,285,CALC,430,na,na,na,na,na,na,na,na,na,22.86,2.52,MODEL,20.34,3/30/2006,2.11,Mod,0.65,0,0.34,TDS
373450120475001,NESJV-S,14,37.580694,-120.797417,STANISLAUS,7/15/2014,289,LAB,na,39.37,10.74,35.81,5.45,8.34,48.78,2.74,36.72,185.64,57.91,28.3,MEASURED,29.61,7/15/2014,5.436,Mod,0.87,0,0.13,ION_MOD
373718121023501,NESJV-S,1,37.621597,-121.044101,STANISLAUS,3/13/2006,297,LAB,na,38.75,8.48,42.38,2.87,24.31,12.29,4.8,40.89,193.01,24.69,7.05,MODEL,17.64,3/13/2006,3.231,Mod,0.87,0.01,0.12,ION
373946120571001,NESJV-S,8,37.662708,-120.953822,STANISLAUS,10/8/2002,299,LAB,na,50.41,11.15,28.99,3.48,6.13,25.63,6.01,41.9,206.61,65.84,17.43,MEASURED,48.4,na,na,na,0.09,0.02,0.89,ION
372333120480101,NESJV-S,12,37.392317,-120.801306,MERCED,10/7/2004,300,LAB,na,26.17,6.9,39.07,1.85,21.04,34.86,13.27,66.46,87.33,25.3,5.65,MEASURED,19.65,na,na,na,0.85,0.15,0,ION
365500119590001,NESJV-S,22,36.92291667,-119.9959444,MADERA,12/3/2013,306,LAB,na,38.08,13.33,28.28,5.64,38.61,32.09,4.83,66.54,126.97,57.91,22.88,MODEL,35.03,12/3/2013,0.823,Mod,0.9,0.1,0,ION_MOD
372022120130601,NESJV-S,25,37.33938526,-120.2193465,MERCED,5/2/2006,313,CALC,473,na,na,na,na,na,na,na,na,na,39.62,3.42,MODEL,36.2,5/2/2006,0.325,Mod,0,0.99,0.01,TDS
365439119573301,NESJV-S,22,36.91078,-119.960157,MADERA,8/25/2004,320,LAB,na,38.3,14.5,30.5,5.73,28.86,23.9,6.88,80.3,153.61,43.89,37.12,MEASURED,6.77,na,na,na,0.94,0.01,0.05,ION
380207121145702,NESJV-S,4,38.035444,-121.249333,SAN JOAQUIN,7/11/2007,329,LAB,na,43.49,25.25,14.39,5.54,10.55,41.91,1,61.14,223.21,68.58,25.27,MEASURED,43.31,7/11/2007,2.609,Mod,0.13,0.05,0.83,ION_MOD
374900120540001,NESJV-S,8,37.83016667,-120.9158611,STANISLAUS,2/12/2014,341,LAB,na,44.45,21.4,26.92,2.92,12.58,17.12,7.72,69.62,250.04,53.34,19.74,MODEL,33.6,2/12/2014,5.569,Mod,0.38,0,0.62,ION
373843120583901,NESJV-S,9,37.64520819,-120.9785446,STANISLAUS,10/10/2002,343,LAB,na,49.29,14.11,39.62,4.01,48.41,19.5,4.44,42.02,170.47,62.18,18.78,MEASURED,43.4,na,na,na,0,0.04,0.96,ION
371743120194301,NESJV-S,18,37.295219,-120.329628,MERCED,9/1/1993,344,LAB,na,53,23,39,2.1,14,14,8.9,45,303.01,15.85,6.95,MEASURED,8.9,na,na,na,0.79,0,0.21,ION
373934121045001,NESJV-S,1,37.659444,-121.080583,STANISLAUS,7/8/2014,349,LAB,na,47.19,16.64,34.29,2.15,6.18,26.35,8.03,48.87,236.1,35.66,4.11,MEASURED,31.56,7/8/2014,6.448,Mod,1,0,0,ION
371100120090001,NESJV-S,25,37.197444,-120.157389,MERCED,5/1/2006,352,LAB,na,43.12,12.14,34.15,3.53,13.7,74.35,0.06,71.8,167.22,na,na,na,na,5/1/2006,-0.055,PreMod,0.14,0.86,0,ION_MOD
372316120481003,NESJV-S,10,37.387775,-120.802731,MERCED,10/6/2004,361,LAB,na,32.59,9.12,50.14,2.04,13.81,49.59,20.85,65.25,106.44,15.54,5.17,MEASURED,10.38,na,na,na,0.84,0.16,0,ION
372207120381202,NESJV-S,12,37.368372,-120.638497,MERCED,3/27/2006,363,LAB,na,42.97,15.33,23.74,2.53,7.06,32.12,19,74.54,144.85,25.3,8.9,MODEL,16.4,3/27/2006,2.714,Mod,0.97,0,0.03,ION
371634120172101,NESJV-S,18,37.276053,-120.290181,MERCED,9/1/1993,364,LAB,na,54,21,33,6.1,4.6,13,3.7,66,326.43,23.16,3.54,MODEL,19.62,na,na,na,0.99,0.01,0,ION
372207120381201,NESJV-S,12,37.368372,-120.638497,MERCED,3/27/2006,371,LAB,na,43.34,15.09,34.17,5.15,10.63,30.87,17.06,62.52,185.01,43.59,18.59,MEASURED,24.99,3/27/2006,4.632,Mod,0.97,0,0.03,ION
373819120541901,NESJV-S,9,37.638694,-120.905472,STANISLAUS,10/15/2002,378,LAB,na,52.63,18.84,42.32,3.27,27.28,34.17,8.17,49.54,207,59.13,22.46,MEASURED,36.67,na,na,na,0.07,0.12,0.81,ION
371430120291001,NESJV-S,18,37.241609,-120.487133,MERCED,9/1/1993,381,LAB,na,58,27,49,2.7,28,59,0.65,60,320.48,26.21,1.36,MEASURED,24.85,na,na,na,0.95,0,0.04,ION
372543120501001,NESJV-S,10,37.428547,-120.837148,MERCED,4/5/2006,387,LAB,na,51.11,17.15,22.08,5.56,19.43,32.41,21.2,59.81,139.2,17.68,4.4,MODEL,13.28,4/5/2006,2.21,Mod,1,0,0,ION_MOD
373843120590101,NESJV-S,9,37.64502778,-120.9844167,STANISLAUS,3/21/2006,389,CALC,588,na,na,na,na,na,na,na,na,na,58.52,13.57,MODEL,44.95,3/21/2006,1.384,Mod,0,0.1,0.9,TDS
371107120232203,NESJV-S,18,37.185444,-120.390167,MERCED,4/6/2006,390,LAB,na,48.37,12.99,35.73,3.97,16.61,19.24,7.45,71.2,219.47,20.73,11.94,MODEL,8.79,4/6/2006,1.214,Mod,0.17,0.79,0.04,ION
371835120332802,NESJV-S,12,37.309272,-120.559236,MERCED,3/28/2006,390,LAB,na,67.03,25.64,19.97,3.42,12.32,24.75,5.35,64.15,300.92,15.54,5.14,MEASURED,10.41,3/28/2006,5.609,Mod,0.98,0.02,0,ION
371714120172501,NESJV-S,18,37.287164,-120.291293,MERCED,9/1/1993,393,LAB,na,62,25,31,3.6,19,18,6,57,320.51,36.58,3.7,MODEL,32.88,na,na,na,0.79,0.21,0,ION
373240120473202,NESJV-S,13,37.544378,-120.793436,STANISLAUS,3/16/2006,397,LAB,na,56.17,19.82,31.32,1.38,11.86,27.77,14.69,61.22,229.12,29.26,8.72,MODEL,20.54,3/16/2006,3.233,Mod,0.98,0.02,0,ION
373531120533101,NESJV-S,9,37.591972,-120.892056,STANISLAUS,7/14/2014,408,LAB,na,57.02,19.07,44.64,3.97,14.88,41.69,16.54,44.67,239.02,45.72,9.68,MEASURED,36.04,7/14/2014,4.52,Mod,0.8,0,0.2,ION
374909121110101,NESJV-S,2,37.818933,-121.185114,SAN JOAQUIN,7/7/2014,409,LAB,na,66.4,21.79,22.12,5.36,15.06,44.6,19.32,60.15,198.64,37.19,11.45,MEASURED,25.73,7/7/2014,6.643,Mod,0.9,0,0.09,ION
374115120591703,NESJV-S,8,37.687722,-120.988056,STANISLAUS,6/8/2005,409,LAB,na,45.8,27.55,40.72,1.95,13.72,8.97,1.4,57.07,299.9,10.67,8.34,MEASURED,2.33,na,na,na,0,0,1,ION
372316120481006,NESJV-S,10,37.387739,-120.802803,MERCED,10/6/2004,414,LAB,na,41.21,13.83,50.93,2.19,14.89,62.44,27.94,53.55,108.67,9.14,5.39,MEASURED,3.76,na,na,na,0.84,0.16,0,ION
372351120480102,NESJV-S,12,37.397369,-120.800353,MERCED,10/13/2004,414,LAB,na,59.5,15.91,35.88,3.11,23.74,48.01,22.22,57.16,157.97,20.42,6.48,MEASURED,13.94,na,na,na,0.98,0.02,0,ION
373240120473201,NESJV-S,13,37.544378,-120.793436,STANISLAUS,3/16/2006,418,LAB,na,68.13,20.9,30.9,3.52,11.94,35.73,14.78,54.19,261.23,50.6,8.72,MODEL,41.87,3/16/2006,3.522,Mod,0.98,0.02,0,ION
374133120595001,NESJV-S,8,37.692611,-120.997333,STANISLAUS,6/7/2005,423,LAB,na,60.63,31.7,38.76,2.44,6.93,13.58,3.05,76.35,362.87,10.67,7.42,MEASURED,3.25,3/31/2010,1.779,Mod,0,0,1,ION
372351120480101,NESJV-S,12,37.397369,-120.800353,MERCED,10/13/2004,423,LAB,na,62.08,17.34,35.18,3.29,24.17,47.17,20.73,59.98,180.28,27.13,6.57,MEASURED,20.55,na,na,na,0.98,0.02,0,ION
371600120310001,NESJV-S,18,37.27283333,-120.5194444,MERCED,4/20/2006,433,CALC,655,na,na,na,na,na,na,na,na,na,na,na,na,na,4/20/2006,6.629,Mod,0.75,0.22,0.03,TDS
372351120480104,NESJV-S,12,37.397369,-120.800353,MERCED,10/14/2004,437,LAB,na,56.7,21.26,36.52,2.24,20.85,64.63,27.1,58.18,127.12,7.62,6.44,MEASURED,1.18,na,na,na,0.98,0.02,0,ION
370800120270001,NESJV-S,19,37.14002778,-120.4500833,MERCED,11/19/2013,443,LAB,na,66.38,12.75,61.37,4.44,68.15,18.11,4.79,63.09,276.41,45.72,13.53,MEASURED,32.19,11/19/2013,0.963,Mod,0.97,0.03,0,ION
373349121032301,NESJV-S,1,37.56355,-121.057397,STANISLAUS,3/15/2006,450,LAB,na,41.43,12.61,87.24,2.61,98.23,12.42,5,42.93,248.22,32.92,2.21,MODEL,30.71,3/15/2006,0.524,Mod,1,0,0,ION
372351120480103,NESJV-S,12,37.397369,-120.800353,MERCED,10/14/2004,456,LAB,na,65.71,17.93,49.49,3.04,23.84,40.8,29.53,58.93,179.96,14.33,6.42,MEASURED,7.91,na,na,na,0.98,0.02,0,ION
374110121000301,NESJV-S,8,37.686194,-121.000917,STANISLAUS,6/7/2005,456,LAB,na,62.21,31.04,47.67,2.95,8.74,10.49,1.74,66.57,408.17,10.67,7.49,MEASURED,3.18,3/30/2010,2.416,Mod,0,0,1,ION
371800120150001,NESJV-S,25,37.30183333,-120.2524444,MERCED,4/18/2006,461,CALC,696,na,na,na,na,na,na,na,na,na,na,na,na,na,4/18/2006,2.905,Mod,0.16,0.81,0.03,TDS
374620120592901,NESJV-S,8,37.772786,-120.992544,SAN JOAQUIN,7/9/2014,463,LAB,na,69.89,29.79,15.31,2.65,8.9,91.81,23.07,66.96,159.51,36.58,11.17,MODEL,25.4,7/9/2014,2.016,Mod,0.61,0,0.38,ION
374635121040901,NESJV-S,2,37.776875,-121.070053,SAN JOAQUIN,7/10/2014,465,LAB,na,63.38,27.83,26.57,5.15,12.7,51.15,29.11,61.72,180.54,48.77,15.46,MEASURED,33.31,7/10/2014,2.792,Mod,1,0,0,ION
371811120315901,NESJV-S,12,37.302997,-120.534081,MERCED,9/1/1993,471,LAB,na,77,33,30,6.1,25,36,11,64,352.63,30.48,4.02,MODEL,26.46,na,na,na,0.97,0,0.03,ION
373700121071001,NESJV-S,1,37.61625,-121.120722,STANISLAUS,7/7/2015,478,LAB,na,57.59,16.8,61.6,4.64,17.87,39.55,19.49,53.54,243.13,32.92,6.06,MEASURED,26.86,7/7/2015,4.496,Mod,0.99,0.01,0,ION
371926120420901,NESJV-S,12,37.323675,-120.701903,MERCED,10/5/2001,480,LAB,na,58.79,19.95,36.39,2.99,23.6,69.64,31.14,66.03,124.35,27.74,3.45,MODEL,24.29,na,na,na,1,0,0,ION
375052121142801,NESJV-S,2,37.847903,-121.242044,SAN JOAQUIN,6/18/2014,484,LAB,na,88.62,31.29,79.14,6.35,8.1,39.57,5.31,55.93,545.22,32.92,3.68,MODEL,29.24,6/18/2014,3.554,Mod,0.93,0.02,0.04,ION
374210121064001,NESJV-S,1,37.702847,-121.109844,STANISLAUS,7/8/2014,490,LAB,na,90.52,35.98,41.64,6.14,23.71,52.92,11.05,57.28,402.28,36.58,5.4,MEASURED,31.17,7/8/2014,4.836,Mod,0.96,0.04,0,ION
375602121043101,NESJV-S,3,37.933583,-121.076111,SAN JOAQUIN,8/29/2005,490,LAB,na,69.44,41.51,29.36,2.69,31.37,24.85,15.5,69.72,323.43,49.99,23.09,MODEL,26.9,na,na,na,0.97,0.01,0.02,ION
380152121202201,NESJV-S,4,38.031139,-121.339639,SAN JOAQUIN,8/11/2004,495,LAB,na,107,40.3,39.2,4.27,67.66,52.12,12.43,56.92,382.21,na,na,na,na,8/11/2004,1.967,Mod,0,0.07,0.93,ION
373227121041801,NESJV-S,1,37.540944,-121.071917,STANISLAUS,7/8/2014,504,LAB,na,53.58,11.84,133.2,3.63,54.25,40.13,6.77,32.49,410.42,36.58,2.85,MEASURED,33.73,7/8/2014,6.16,Mod,1,0,0,ION
372100120570001,NESJV-S,10,37.35138889,-120.9616389,MERCED,4/3/2006,505,CALC,763,na,na,na,na,na,na,na,na,na,48.16,2.12,MODEL,46.04,4/3/2006,3.536,Mod,0.4,0.59,0.01,TDS
374110121000302,NESJV-S,8,37.686194,-121.000917,STANISLAUS,9/1/2004,514,LAB,na,78.7,35.7,33,3.95,15.28,37.81,14.46,67.1,405.29,36.58,8.62,MEASURED,27.96,10/21/2003,8.682,Mod,0,0,1,ION
374221120585901,NESJV-S,8,37.705972,-120.98325,STANISLAUS,6/6/2005,515,LAB,na,84.55,43.67,14.85,1.86,11.43,79.81,20.63,50.07,250.84,10.06,9.88,MEASURED,0.18,5/19/2010,3.382,Mod,0.97,0.01,0.02,ION
374940121034701,NESJV-S,2,37.828056,-121.064058,SAN JOAQUIN,7/20/1995,519,LAB,na,73,39,27,4.4,30,37,15,64,332.67,39.01,23.31,MEASURED,15.71,7/20/1995,5.254,Mod,1,0,0,ION
374115120591702,NESJV-S,8,37.687722,-120.988056,STANISLAUS,10/27/2004,536,LAB,na,81.44,33.95,45.2,3.09,14.26,63.71,12.93,66.8,362.69,31.39,8.81,MEASURED,22.58,10/27/2004,5.988,Mod,0,0,1,ION
370618120190101,NESJV-S,19,37.104861,-120.317761,MADERA,7/18/2002,537,LAB,na,97.82,28.31,36.65,6.82,93.82,9.8,3.4,66.12,355.71,80.77,48.81,MEASURED,31.96,7/19/1995,2.874,Mod,1,0,0,ION
373349121032302,NESJV-S,1,37.56355,-121.057397,STANISLAUS,3/15/2006,538,LAB,na,79.75,23.89,59.04,1.67,27.99,47.79,13.61,46.1,368.12,12.5,2.21,MODEL,10.29,3/15/2006,5.436,Mod,1,0,0,ION
372624120530302,NESJV-S,10,37.440106,-120.885294,STANISLAUS,7/22/2002,543,LAB,na,57.5,24,40.59,49.15,18.25,18.22,19.01,53.27,325.12,8.53,1.33,MEASURED,7.21,na,na,na,1,0,0,ION
374733121062401,NESJV-S,2,37.792494,-121.107647,SAN JOAQUIN,7/10/2014,556,LAB,na,71.98,27.66,48.89,4.19,26.96,85.16,30.45,59.2,198.39,32,17.43,MEASURED,14.57,7/10/2014,3.268,Mod,1,0,0,ION
374043121100301,NESJV-S,1,37.678647,-121.169592,STANISLAUS,7/10/2002,559,LAB,na,86.45,37.03,48.16,3.83,65.71,31.08,7.64,45.79,367.56,38.71,4.27,MEASURED,34.44,na,na,na,0.54,0.46,0,ION
372933120565901,NESJV-S,9,37.492467,-120.949633,STANISLAUS,7/8/2015,564,LAB,na,86.63,24.13,62.09,2.72,40.33,38.75,28.81,46.82,329.55,38.1,8.71,MEASURED,29.39,7/8/2015,2.139,Mod,0.78,0.02,0.2,ION
374157120594301,NESJV-S,8,37.699222,-120.995444,STANISLAUS,6/6/2005,565,LAB,na,69.2,31.14,68.28,3.16,10.66,29.91,11.22,68.3,410.76,13.41,8.42,MEASURED,5,8/12/1993,1.338,Mod,0.24,0.02,0.74,ION
374048120590903,NESJV-S,8,37.68,-120.986,STANISLAUS,6/8/2005,584,LAB,na,76.16,29.89,82.09,3.73,21.02,30.68,3.64,71.94,507.09,10.67,8.74,MEASURED,1.93,3/31/2010,2.444,Mod,0,0,1,ION
373753120474602,NESJV-S,14,37.63132,-120.797151,STANISLAUS,8/4/2015,599,LAB,na,44.69,32.92,122.7,3.06,153.71,29.79,1.79,53.89,305.83,55.47,20.52,MEASURED,34.95,8/4/2015,2.699,Mod,0.68,0,0.32,ION
372333120480102,NESJV-S,12,37.392317,-120.801306,MERCED,10/7/2004,610,LAB,na,91.14,24.96,38.31,3.61,43.58,87.98,37.83,55.84,163.45,19.2,5.68,MEASURED,13.52,na,na,na,0.85,0.15,0,ION
371548120224101,NESJV-S,18,37.262406,-120.378747,MERCED,7/13/2015,628,LAB,na,121.6,42.47,47.3,3.03,26.55,23.92,17.98,49.59,506.47,na,na,na,na,7/13/2015,3.896,Mod,0.99,0.01,0,ION
374108120581701,NESJV-S,8,37.685722,-120.9715,STANISLAUS,6/8/2005,642,LAB,na,89.63,54.42,56.49,2.65,35.92,40.63,8.34,76.12,526.42,10.67,9.53,MEASURED,1.14,na,na,na,0,0,1,ION
374132120591401,NESJV-S,8,37.692361,-120.987333,STANISLAUS,6/8/2005,668,LAB,na,115.7,58.51,41.34,2.73,18.69,47.27,3.52,79.51,609.43,10.67,8.25,MEASURED,2.42,na,na,na,0,0.01,0.99,ION
370700120210001,NESJV-S,19,37.11916667,-120.3524722,MADERA,3/20/2014,670,LAB,na,130.6,38.59,64,4.04,128.43,21.31,9.19,63.01,474.09,91.44,63.9,MEASURED,27.54,3/20/2014,2.472,Mod,0.99,0.01,0,ION
374048120590902,NESJV-S,8,37.68,-120.986,STANISLAUS,11/3/2004,676,LAB,na,117.5,43.49,58.47,4.01,76.71,56.41,12.51,68.01,467.93,30.48,9.21,MEASURED,21.27,11/3/2004,2.757,Mod,0,0,1,ION
374134120582401,NESJV-S,8,37.692944,-120.973389,STANISLAUS,6/8/2005,677,LAB,na,93.19,51.63,69.94,2.87,35.26,41.32,6.93,76.51,567.99,10.67,8.91,MEASURED,1.76,na,na,na,0.04,0.02,0.94,ION
373114120595001,NESJV-S,9,37.519094,-120.995786,STANISLAUS,7/8/2015,693,LAB,na,105.2,25.88,102.5,3.65,53.66,56.77,14.85,51.11,483.01,39.62,5.77,MEASURED,33.85,7/8/2015,4.829,Mod,0.95,0,0.05,ION
372323120554401,NESJV-S,10,37.389375,-120.928928,MERCED,8/6/2002,703,LAB,na,67.88,13.72,134.51,1.56,142.25,99.71,6.43,29.15,278.71,20.42,2.04,MEASURED,18.39,8/6/2002,10.023,Mod,1,0,0,ION
373753120501101,NESJV-S,9,37.631778,-120.837833,STANISLAUS,7/14/2014,709,LAB,na,64.38,34.37,59.64,6.39,207.46,5.67,1.57,62.13,216.61,38.71,24.48,MODEL,14.23,7/14/2014,0.586,Mod,0.73,0,0.27,ION
372934120594601,NESJV-S,9,37.49271148,-120.9971535,STANISLAUS,4/3/2006,709,CALC,1070,na,na,na,na,na,na,na,na,na,31.7,2.41,MODEL,29.29,4/3/2006,7.357,Mod,0.92,0.01,0.07,TDS
375053121030601,NESJV-S,2,37.847806,-121.052778,SAN JOAQUIN,8/30/2005,743,LAB,na,126.6,67.05,46.95,6.4,78.46,47.24,8.69,71.4,567.92,36.58,15.89,MODEL,20.68,na,na,na,1,0,0,ION
370100120210001,NESJV-S,19,37.03233333,-120.3612222,MADERA,3/16/2011,747,LAB,na,146.3,34.68,62.9,7.27,130.04,28.11,8.27,70.62,485.19,64.62,19.51,MODEL,45.1,3/16/2011,2.637,Mod,1,0,0,ION
374902121031101,NESJV-S,2,37.817361,-121.053222,SAN JOAQUIN,7/6/2015,748,LAB,na,119,64.78,42.85,5.3,31.36,57.23,18.36,65.21,557.11,48.77,22.13,MEASURED,26.63,7/6/2015,6.521,Mod,1,0,0,ION
374307121040101,NESJV-S,2,37.71854,-121.067992,STANISLAUS,8/19/2002,812,LAB,na,109.78,46.84,88.94,6.76,39.68,120.61,17.48,56.96,488.3,30.48,9.66,MEASURED,20.82,na,na,na,0.9,0.03,0.08,ION
373347121082201,NESJV-S,1,37.561861,-121.144528,STANISLAUS,3/27/2006,826,LAB,na,54.93,84.78,93.29,2.27,178.06,169.62,5.56,28.87,311.57,34.14,5.51,MODEL,28.62,3/27/2006,1.447,Mod,0.47,0.44,0.1,ION
372742120443601,NESJV-S,13,37.461603,-120.744368,MERCED,3/29/2006,842,LAB,na,137.6,33.29,64.96,3,60.88,161.27,39.22,60.33,271.76,28.04,16.03,MEASURED,12.01,3/29/2006,4.398,Mod,1,0,0,ION
372624120530301,NESJV-S,10,37.440106,-120.885294,STANISLAUS,5/8/1995,866,LAB,na,110,29,130,4.9,34,62,24,61,591.41,31.39,1.28,MEASURED,30.12,5/8/1995,3.725,Mod,1,0,0,ION
380446121213001,NESJV-S,5,38.079306,-121.359278,SAN JOAQUIN,7/9/2007,879,LAB,na,122.5,48.64,124.9,3.42,114.17,49.29,14.76,58.15,623.35,16.15,8.89,MODEL,7.27,7/9/2007,1.562,Mod,0.99,0,0.01,ION
380319121215401,NESJV-S,4,38.05525,-121.364917,SAN JOAQUIN,7/27/2004,955,LAB,na,125,52.1,60.9,4.07,315.57,14,2.02,39.88,254.23,18.29,8.81,MODEL,9.48,7/27/2004,1.946,Mod,0.4,0.05,0.55,ION
374438121130902,NESJV-S,2,37.744169,-121.219081,SAN JOAQUIN,10/19/2001,964,LAB,na,173.84,53.28,69.33,5,66.61,295.19,34.18,53.79,393.47,11.89,2.75,MEASURED,9.13,na,na,na,0.96,0.01,0.03,ION
374524121084801,NESJV-S,2,37.759611,-121.146572,SAN JOAQUIN,7/10/2014,979,LAB,na,174.4,49.05,35.49,6.76,61.5,223.82,55.4,52.36,20.92,35.05,8.54,MEASURED,26.51,7/10/2014,2.793,Mod,0.91,0,0.09,ION
370046120212001,NESJV-S,19,37.012981,-120.356172,MADERA,7/15/2015,998,LAB,na,139,38.13,147.3,8.82,92.59,26.89,29.85,71.11,707.43,64.62,37.87,MEASURED,26.75,7/15/2015,2.691,Mod,0.99,0.01,0,ION
371900120550001,NESJV-S,10,37.32877778,-120.9304444,MERCED,3/27/2006,1045,CALC,1580,na,na,na,na,na,na,na,na,na,39.62,1.45,MODEL,38.18,3/27/2006,0.435,Mod,0.57,0.43,0,TDS
380610121211001,NESJV-S,5,38.102833,-121.353028,SAN JOAQUIN,7/12/2007,1069,LAB,na,127.7,52.63,165.7,1.99,157.28,81.55,25.12,59.44,609.58,36.58,8.49,MODEL,28.08,7/12/2007,1.183,Mod,0.96,0,0.04,ION
372900120590001,NESJV-S,9,37.489389,-120.994806,STANISLAUS,4/5/2006,1194,LAB,na,136.2,42.55,185.9,14.39,124.47,84.88,49.86,53.23,598.94,24.38,2.4,MODEL,21.99,4/5/2006,2.663,Mod,0.92,0.01,0.07,ION
365600120180001,NESJV-S,20,36.94702778,-120.31025,MADERA,4/10/2014,1253,LAB,na,199.9,48.25,192.6,3.96,249.91,52.92,51.03,63.42,628.47,60.96,36.22,MEASURED,24.74,4/10/2014,1.422,Mod,1,0,0,ION
375329121165101,NESJV-S,3,37.892083,-121.282833,SAN JOAQUIN,8/15/2006,2149,LAB,na,243.1,91.42,123.7,6.47,742.82,31.15,11.87,40.51,213.07,38.1,6.77,MODEL,31.33,na,na,na,0.87,0.03,0.1,ION
370438120320801,NESJV-S,11,37.077167,-120.536573,MERCED,5/15/2008,4337,LAB,na,658,112.1,298.1,10.57,1850.86,24.98,9.97,59.53,216.93,60.35,10.93,MODEL,49.42,5/15/2008,1.777,Mod,1,0,0,ION
364100119320001,SESJV-D,18,36.69966667,-119.5469444,FRESNO,10/26/2005,81,CALC,123,na,na,na,na,na,na,na,na,na,109.73,8.27,MODEL,101.45,10/26/2005,4.3,Mod,na,na,na,TDS
364651119430101,SESJV-D,7,36.78405556,-119.7180833,FRESNO,11/1/2005,96,CALC,145,na,na,na,na,na,na,na,na,na,152.4,18.44,MODEL,133.96,11/1/2005,2.546,Mod,na,na,na,TDS
363600119310001,SESJV-D,17,36.60544444,-119.5221667,FRESNO,10/19/2005,97,CALC,147,na,na,na,na,na,na,na,na,na,164.59,7.69,MODEL,156.9,10/19/2005,0.183,PreMod,na,na,na,TDS
363500119380001,SESJV-D,9,36.590111,-119.636083,FRESNO,10/19/2005,111,LAB,na,16.33,0.28,19.61,1.56,14.52,8.48,1.79,15.38,60.32,115.82,15.04,MODEL,100.78,10/19/2005,0.9,Mod,na,na,na,ION
363200119500001,SESJV-D,2,36.53819444,-119.8325,FRESNO,10/18/2005,112,CALC,170,na,na,na,na,na,na,na,na,na,211.84,21.52,MODEL,190.32,10/18/2005,-0.106,PreMod,na,na,na,TDS
362124119142301,SESJV-D,21,36.35638889,-119.2405833,TULARE,10/31/2005,116,CALC,175,na,na,na,na,na,na,na,na,na,68.58,11.48,MODEL,57.1,10/31/2005,2.562,Mod,na,na,na,TDS
355810119170001,SESJV-D,23,35.969556,-119.283778,TULARE,12/7/2005,119,LAB,na,1.22,0.01,42.35,0.21,6.91,8.51,0.43,17.73,54.87,246.89,15.97,MODEL,230.91,12/7/2005,0,PreMod,na,na,na,ION
